Fecha,Nacional,Aguascalientes,Baja California,Baja California Sur,Campeche,Coahuila De Zaragoza,Colima,Chiapas,Chihuahua,Ciudad De México,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,México,Michoacán De Ocampo,Morelos,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz De Ignacio De La Llave,Yucatán,Zacatecas
2020-04-03,290,1,34,16,1,21,0,5,3,69,1,4,1,2,11,33,6,1,1,1,3,14,4,12,0,9,1,19,7,0,5,5,0
2020-04-04,168,0,19,6,0,9,0,1,4,41,0,2,1,2,1,24,1,2,4,3,2,10,1,6,3,9,6,3,2,2,2,1,1
2020-04-05,188,3,14,5,3,2,0,1,7,50,0,3,3,2,2,25,2,3,1,2,2,6,0,9,1,15,2,8,4,5,2,5,1
2020-04-06,453,4,57,18,2,19,0,5,8,108,1,7,7,1,3,48,6,7,2,12,6,21,4,29,3,25,12,6,9,8,5,9,1
2020-04-07,359,1,25,15,0,5,0,2,6,125,0,6,10,1,5,40,6,7,2,6,0,11,4,16,3,19,8,12,3,6,9,6,0
2020-04-08,423,1,45,21,1,12,0,3,7,120,0,7,6,2,9,56,4,5,1,9,4,19,3,23,1,24,8,13,2,6,4,5,2
2020-04-09,268,0,15,20,2,4,0,3,1,112,0,1,7,0,1,24,7,4,2,1,0,10,3,7,3,10,3,7,2,1,9,8,1
2020-04-10,301,2,18,4,1,9,0,2,3,106,0,2,4,7,7,36,2,1,0,21,1,6,2,11,1,25,3,9,3,7,6,2,0
2020-04-11,244,1,14,2,17,7,0,0,9,72,0,3,4,3,5,21,2,1,2,3,2,11,2,7,1,19,3,9,1,7,8,7,1
2020-04-12,216,2,14,1,5,5,0,1,5,68,0,1,11,0,4,26,3,1,2,5,2,2,0,7,0,19,0,15,6,0,9,1,1
2020-04-13,322,2,5,1,3,9,0,5,12,114,0,1,11,3,3,28,5,3,1,0,4,14,5,9,1,30,10,20,5,4,4,10,0
2020-04-14,165,0,2,2,0,2,0,3,2,75,0,3,1,1,1,1,8,1,1,0,1,8,5,2,0,8,0,21,8,5,2,1,1
2020-04-15,41,1,1,0,0,6,0,0,0,12,0,0,0,2,0,5,0,0,1,0,0,6,2,0,0,0,1,1,2,0,0,1,0
2020-04-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
